feature,importance,model,base_config,seed
cat__id_30_mode_iOS 11.2.6,37,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.2.1,33,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_36_mode_F,32,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_38_mode_T,32,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__identity_rows,31,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_37_mode_F,30,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_07_count,30,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_12_mode_NotFound,30,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 64.0 for android,29,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_MISSING,28,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_safari 11.0,27,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_me.com,27,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_13_1,27,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1600x900,27,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_15_mode_New,26,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_37_mode_T,26,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_mobile safari 10.0,26,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1280x800,25,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 7.0,25,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_infrequent_sklearn,25,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_aol.com,25,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_10_5,23,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__productcd_nunique,23,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Windows 8.1,22,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_11_6,22,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_sbcglobal.net,22,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_firefox 58.0,21,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_3360x2100,20,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1440x900,20,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_29_mode_NotFound,20,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_edge 15.0,20,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 5.1.1,19,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_yahoo.com.mx,18,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.2.0,18,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_2220x1080,18,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_15_mode_Found,18,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_firefox 57.0,18,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_edge 16.0,17,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_samsung browser 6.2,16,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1680x1050,16,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 62.0 for android,16,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android,16,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_10_median,15,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_comcast.net,14,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_10_count,14,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_infrequent_sklearn,14,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 66.0,13,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1334x750,12,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_15_mode_Unknown,12,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 64.0,12,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_04_count,11,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_firefox 59.0,11,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1280x1024,11,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome,10,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_1920x1200,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_04_median,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_2880x1800,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__card6_mode_debit,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_13_2,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.2.5,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 8.0.0,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Linux,9,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_34_mode_MISSING,8,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_28_mode_Found,7,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_MISSING,7,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_03_median,7,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_16_mode_MISSING,7,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_06_count,7,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 7.1.1,6,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_35_mode_T,6,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__history_support_score,6,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_02_count,6,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 66.0 for android,6,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_live.com.mx,5,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.3.0,4,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_08_count,4,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_firefox 52.0,4,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_verizon.net,4,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_optonline.net,3,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_28_mode_New,3,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 49.0,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome generic for android,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_33_mode_2001x1125,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_mobile safari 9.0,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_36_mode_T,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.3.3,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS,2,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.0.3,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.2.1,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__low_history_flag,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__identity_present,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_11_count,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_live.com,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__id_01_count,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_MISSING,1,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_13_4,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_6_8,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_8_5,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_12_4,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 6.0.1,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_29_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 5.0.2,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 4.4.2,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_28_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_11_5,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_12_3,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_35_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_37_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_36_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_34_mode_infrequent_sklearn,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10.13,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10.12,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10.11,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10.9,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10.10,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_38_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 8.1.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_34_mode_match_status:0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_yahoo.de,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_windstream.net,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_web.de,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.1.1,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.1.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.0.2,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.0.1,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.0.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.0.2,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.3.2,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.3.1,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.2.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 10.1.1,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Windows 8,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Windows Vista,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Windows XP,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Android 6.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_13_3,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_12_5,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_9_5,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_Mac OS X 10_7_5,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 55.0 for android,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 56.0 for android,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 56.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 50.0 for android,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_30_mode_iOS 11.3.1,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_Generic/Android 7.0,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_15_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_infrequent_sklearn,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_12_mode_MISSING,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_ymail.com,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__top_email_domain_yahoo.es,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
cat__id_31_mode_chrome 66.0 for ios,0,lgbm_auc_unweighted_seed42,lgbm_auc_unweighted,42
num__tx_amount_mean,1382,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_amount_median_proxy,1379,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_19_mode,1350,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_20_mode,1349,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_02_median,1218,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_02_mean,1106,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_amount_sum,1080,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__avg_inter_tx_seconds,984,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_amount_std,980,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_dt_span_days,765,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_06_mean,707,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_01_mean,699,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__num_missing_identity,692,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__crypto_pattern_score,685,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_13_mode,648,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_05_mean,642,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__odd_amount_share,556,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_sum_high_risk_flow_proxy,551,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_sum_stanadart_flow_proxy_proxy,534,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_06_median,509,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_14_mode,487,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__non_null_id_values,483,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__amount_repeat_share,456,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_freq_per_day,452,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__high_risk_vs_mean,427,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__daily_activity_share,421,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__short_turnover_share,370,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_17_mode,313,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__MCC_risk_share_proxy,313,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_gmail.com,307,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__weighted_amount_repeat_share,292,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_05_median,273,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_01_median,273,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__cash_out_ratio_proxy,271,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_18_mode,202,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_11_mean,196,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_count_total,190,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_09_count,188,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_03_count,175,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_anonymous.com,153,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_09_mean,129,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_hotmail.com,127,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome 63.0,122,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__card4_mode_mastercard,122,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_11_median,112,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_count_standart_flow,109,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome 62.0,108,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_32_mode,107,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_Windows 7,106,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_1366x768,101,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_34_mode_match_status:2,100,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_1920x1080,99,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_MISSING,99,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_38_mode_F,97,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_2208x1242,96,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_ie 11.0 for desktop,93,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__card4_mode_discover,92,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__card4_mode_visa,92,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__card6_mode_credit,92,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_12_mode_Found,79,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_03_mean,78,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_1280x720,77,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_outlook.com,75,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome generic,75,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_firefox,73,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_mobile safari generic,72,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_safari generic,71,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_2048x1536,70,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_infrequent_sklearn,69,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_mail.com,67,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_icloud.com,65,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_ie 11.0 for tablet,61,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_iOS 11.1.2,61,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__device_type_nunique,60,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_09_median,58,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome 65.0,56,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_Windows 10,54,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__card4_mode_american express,53,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_04_mean,52,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__tx_count_high_risk_flow,52,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_Mac OS X 10_12_6,52,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_37_mode_F,51,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_16_mode_NotFound,50,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_29_mode_Found,50,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome 65.0 for android,49,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_34_mode_match_status:1,49,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_10_mean,48,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_yahoo.com,48,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_att.net,47,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_mobile safari 11.0,47,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_2436x1125,45,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_2732x2048,42,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_2560x1440,42,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_iOS 11.2.6,41,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_05_count,40,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome 63.0 for android,40,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__addr2_nunique,38,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_38_mode_T,38,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_35_mode_F,37,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_Mac OS X 10_13_1,36,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_aol.com,36,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_safari 11.0,35,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_iOS 11.2.2,35,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_16_mode_Found,34,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_15_mode_New,34,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_iOS 11.2.1,32,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_edge 15.0,32,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_mobile safari 10.0,32,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__id_07_count,32,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_me.com,32,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_1600x900,31,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_infrequent_sklearn,31,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_37_mode_T,31,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_12_mode_NotFound,30,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__top_email_domain_sbcglobal.net,29,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_36_mode_F,28,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
num__identity_rows,28,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_Android 5.1.1,27,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_chrome 64.0 for android,27,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_firefox 58.0,27,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_edge 16.0,26,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_30_mode_MISSING,26,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_1280x800,26,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_31_mode_samsung browser 6.2,25,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
cat__id_33_mode_infrequent_sklearn,24,lgbm_auc_unweighted_seed2026,lgbm_auc_unweighted,2026
